,Date,Time,Temperature,Weather,Wind Speed,Wind Direction,Humidity,Barometer,Visibility
11039,2023-03-24,20:00,30 °C,Passing clouds.,7 km/h,Wind blowing from 30° North-northeast to South-southwest,66%,1006 mbar,
11038,2023-03-24,19:00,30 °C,Passing clouds.,7 km/h,Wind blowing from 40° Northeast to Southwest,75%,1006 mbar,
11037,2023-03-24,18:00,31 °C,Scattered clouds.,9 km/h,Wind blowing from 30° North-northeast to South-southwest,62%,1005 mbar,9 km
11036,2023-03-24,17:00,33 °C,Passing clouds.,13 km/h,Wind blowing from 10° North to South,49%,1006 mbar,9 km
11035,2023-03-24,16:00,33 °C,Passing clouds.,13 km/h,Wind blowing from 20° North-northeast to South-southwest,49%,1007 mbar,9 km
11034,2023-03-24,15:00,32 °C,Passing clouds.,15 km/h,Wind blowing from 20° North-northeast to South-southwest,55%,1008 mbar,9 km
11032,2023-03-24,13:00,32 °C,Sunny.,11 km/h,Wind blowing from 350° North to South,55%,1009 mbar,16 km
11019,2023-03-24,"0:00mie, 1 de mar",28 °C,Clear.,4 km/h,Wind blowing from 0° North to South,62%,1012 mbar,16 km
11030,2023-03-24,11:00,30 °C,Clear.,17 km/h,Wind blowing from 340° North-northwest to South-southeast,52%,1011 mbar,9 km
11021,2023-03-24,2:00,27 °C,Passing clouds.,11 km/h,Wind blowing from 0° North to South,66%,1012 mbar,
11022,2023-03-24,3:00,27 °C,Passing clouds.,11 km/h,Wind blowing from 10° North to South,66%,1011 mbar,
11023,2023-03-24,4:00,26 °C,Clear.,13 km/h,Wind blowing from 0° North to South,70%,1011 mbar,16 km
11024,2023-03-24,5:00,26 °C,Clear.,17 km/h,Wind blowing from 340° North-northwest to South-southeast,65%,1011 mbar,16 km
11020,2023-03-24,1:00,27 °C,Clear.,2 km/h,Wind blowing from 0° North to South,66%,1012 mbar,16 km
11026,2023-03-24,7:00,24 °C,Passing clouds.,7 km/h,Wind blowing from 320° Northwest to Southeast,69%,1011 mbar,
11027,2023-03-24,8:00,25 °C,Sunny.,13 km/h,Wind blowing from 320° Northwest to Southeast,65%,1012 mbar,16 km
11028,2023-03-24,9:00,27 °C,Sunny.,19 km/h,Wind blowing from 330° North-northwest to South-southeast,62%,1011 mbar,16 km
11029,2023-03-24,10:00,29 °C,Clear.,17 km/h,Wind blowing from 330° North-northwest to South-southeast,55%,1011 mbar,9 km
11025,2023-03-24,6:00,25 °C,Clear.,15 km/h,Wind blowing from 340° North-northwest to South-southeast,69%,1011 mbar,16 km
11031,2023-03-24,12:00,31 °C,Clear.,15 km/h,Wind blowing from 340° North-northwest to South-southeast,52%,1010 mbar,9 km
11055,2023-03-25,13:00,32 °C,Sunny.,11 km/h,Wind blowing from 350° North to South,55%,1009 mbar,16 km
11064,2023-03-25,23:00,28 °C,Passing clouds.,9 km/h,Wind blowing from 330° North-northwest to South-southeast,66%,1008 mbar,
11063,2023-03-25,22:00,29 °C,Clear.,4 km/h,Wind blowing from 0° North to South,70%,1007 mbar,16 km
11062,2023-03-25,20:00,30 °C,Passing clouds.,7 km/h,Wind blowing from 30° North-northeast to South-southwest,66%,1006 mbar,
11061,2023-03-25,19:00,30 °C,Passing clouds.,7 km/h,Wind blowing from 40° Northeast to Southwest,75%,1006 mbar,
11060,2023-03-25,18:00,31 °C,Scattered clouds.,9 km/h,Wind blowing from 30° North-northeast to South-southwest,62%,1005 mbar,9 km
11059,2023-03-25,17:00,33 °C,Passing clouds.,13 km/h,Wind blowing from 10° North to South,49%,1006 mbar,9 km
11058,2023-03-25,16:00,33 °C,Passing clouds.,13 km/h,Wind blowing from 20° North-northeast to South-southwest,49%,1007 mbar,9 km
11057,2023-03-25,15:00,32 °C,Passing clouds.,15 km/h,Wind blowing from 20° North-northeast to South-southwest,55%,1008 mbar,9 km
11056,2023-03-25,14:00,32 °C,Passing clouds.,15 km/h,Wind blowing from 10° North to South,55%,1009 mbar,
11054,2023-03-25,12:00,31 °C,Clear.,15 km/h,Wind blowing from 340° North-northwest to South-southeast,52%,1010 mbar,9 km
11052,2023-03-25,10:00,29 °C,Clear.,17 km/h,Wind blowing from 330° North-northwest to South-southeast,55%,1011 mbar,9 km
11053,2023-03-25,11:00,30 °C,Clear.,17 km/h,Wind blowing from 340° North-northwest to South-southeast,52%,1011 mbar,9 km
11043,2023-03-25,1:00,27 °C,Clear.,2 km/h,Wind blowing from 0° North to South,66%,1012 mbar,16 km
11044,2023-03-25,2:00,27 °C,Passing clouds.,11 km/h,Wind blowing from 0° North to South,66%,1012 mbar,
11045,2023-03-25,3:00,27 °C,Passing clouds.,11 km/h,Wind blowing from 10° North to South,66%,1011 mbar,
11046,2023-03-25,4:00,26 °C,Clear.,13 km/h,Wind blowing from 0° North to South,70%,1011 mbar,16 km
11042,2023-03-25,"0:00mie, 1 de mar",28 °C,Clear.,4 km/h,Wind blowing from 0° North to South,62%,1012 mbar,16 km
11048,2023-03-25,6:00,25 °C,Clear.,15 km/h,Wind blowing from 340° North-northwest to South-southeast,69%,1011 mbar,16 km
11049,2023-03-25,7:00,24 °C,Passing clouds.,7 km/h,Wind blowing from 320° Northwest to Southeast,69%,1011 mbar,
11050,2023-03-25,8:00,25 °C,Sunny.,13 km/h,Wind blowing from 320° Northwest to Southeast,65%,1012 mbar,16 km
11051,2023-03-25,9:00,27 °C,Sunny.,19 km/h,Wind blowing from 330° North-northwest to South-southeast,62%,1011 mbar,16 km
11047,2023-03-25,5:00,26 °C,Clear.,17 km/h,Wind blowing from 340° North-northwest to South-southeast,65%,1011 mbar,16 km
11079,2023-03-26,14:00,32 °C,Passing clouds.,15 km/h,Wind blowing from 10° North to South,55%,1009 mbar,
11087,2023-03-26,23:00,28 °C,Passing clouds.,9 km/h,Wind blowing from 330° North-northwest to South-southeast,66%,1008 mbar,
11086,2023-03-26,22:00,29 °C,Clear.,4 km/h,Wind blowing from 0° North to South,70%,1007 mbar,16 km
11085,2023-03-26,20:00,30 °C,Passing clouds.,7 km/h,Wind blowing from 30° North-northeast to South-southwest,66%,1006 mbar,
11084,2023-03-26,19:00,30 °C,Passing clouds.,7 km/h,Wind blowing from 40° Northeast to Southwest,75%,1006 mbar,
11083,2023-03-26,18:00,31 °C,Scattered clouds.,9 km/h,Wind blowing from 30° North-northeast to South-southwest,62%,1005 mbar,9 km
11082,2023-03-26,17:00,33 °C,Passing clouds.,13 km/h,Wind blowing from 10° North to South,49%,1006 mbar,9 km
11081,2023-03-26,16:00,33 °C,Passing clouds.,13 km/h,Wind blowing from 20° North-northeast to South-southwest,49%,1007 mbar,9 km
11080,2023-03-26,15:00,32 °C,Passing clouds.,15 km/h,Wind blowing from 20° North-northeast to South-southwest,55%,1008 mbar,9 km
11078,2023-03-26,13:00,32 °C,Sunny.,11 km/h,Wind blowing from 350° North to South,55%,1009 mbar,16 km
11065,2023-03-26,"0:00mie, 1 de mar",28 °C,Clear.,4 km/h,Wind blowing from 0° North to South,62%,1012 mbar,16 km
11076,2023-03-26,11:00,30 °C,Clear.,17 km/h,Wind blowing from 340° North-northwest to South-southeast,52%,1011 mbar,9 km
11066,2023-03-26,1:00,27 °C,Clear.,2 km/h,Wind blowing from 0° North to South,66%,1012 mbar,16 km
11067,2023-03-26,2:00,27 °C,Passing clouds.,11 km/h,Wind blowing from 0° North to South,66%,1012 mbar,
11068,2023-03-26,3:00,27 °C,Passing clouds.,11 km/h,Wind blowing from 10° North to South,66%,1011 mbar,
11069,2023-03-26,4:00,26 °C,Clear.,13 km/h,Wind blowing from 0° North to South,70%,1011 mbar,16 km
11070,2023-03-26,5:00,26 °C,Clear.,17 km/h,Wind blowing from 340° North-northwest to South-southeast,65%,1011 mbar,16 km
11077,2023-03-26,12:00,31 °C,Clear.,15 km/h,Wind blowing from 340° North-northwest to South-southeast,52%,1010 mbar,9 km
11072,2023-03-26,7:00,24 °C,Passing clouds.,7 km/h,Wind blowing from 320° Northwest to Southeast,69%,1011 mbar,
11073,2023-03-26,8:00,25 °C,Sunny.,13 km/h,Wind blowing from 320° Northwest to Southeast,65%,1012 mbar,16 km
11074,2023-03-26,9:00,27 °C,Sunny.,19 km/h,Wind blowing from 330° North-northwest to South-southeast,62%,1011 mbar,16 km
11075,2023-03-26,10:00,29 °C,Clear.,17 km/h,Wind blowing from 330° North-northwest to South-southeast,55%,1011 mbar,9 km
11071,2023-03-26,6:00,25 °C,Clear.,15 km/h,Wind blowing from 340° North-northwest to South-southeast,69%,1011 mbar,16 km
11110,2023-03-27,23:00,28 °C,Passing clouds.,9 km/h,Wind blowing from 330° North-northwest to South-southeast,66%,1008 mbar,
11109,2023-03-27,22:00,29 °C,Clear.,4 km/h,Wind blowing from 0° North to South,70%,1007 mbar,16 km
11108,2023-03-27,20:00,30 °C,Passing clouds.,7 km/h,Wind blowing from 30° North-northeast to South-southwest,66%,1006 mbar,
11107,2023-03-27,19:00,30 °C,Passing clouds.,7 km/h,Wind blowing from 40° Northeast to Southwest,75%,1006 mbar,
11106,2023-03-27,18:00,31 °C,Scattered clouds.,9 km/h,Wind blowing from 30° North-northeast to South-southwest,62%,1005 mbar,9 km
11105,2023-03-27,17:00,33 °C,Passing clouds.,13 km/h,Wind blowing from 10° North to South,49%,1006 mbar,9 km
11104,2023-03-27,16:00,33 °C,Passing clouds.,13 km/h,Wind blowing from 20° North-northeast to South-southwest,49%,1007 mbar,9 km
11102,2023-03-27,14:00,32 °C,Passing clouds.,15 km/h,Wind blowing from 10° North to South,55%,1009 mbar,
11101,2023-03-27,13:00,32 °C,Sunny.,11 km/h,Wind blowing from 350° North to South,55%,1009 mbar,16 km
11103,2023-03-27,15:00,32 °C,Passing clouds.,15 km/h,Wind blowing from 20° North-northeast to South-southwest,55%,1008 mbar,9 km
11088,2023-03-27,"0:00mie, 1 de mar",28 °C,Clear.,4 km/h,Wind blowing from 0° North to South,62%,1012 mbar,16 km
11099,2023-03-27,11:00,30 °C,Clear.,17 km/h,Wind blowing from 340° North-northwest to South-southeast,52%,1011 mbar,9 km
11089,2023-03-27,1:00,27 °C,Clear.,2 km/h,Wind blowing from 0° North to South,66%,1012 mbar,16 km
11090,2023-03-27,2:00,27 °C,Passing clouds.,11 km/h,Wind blowing from 0° North to South,66%,1012 mbar,
11091,2023-03-27,3:00,27 °C,Passing clouds.,11 km/h,Wind blowing from 10° North to South,66%,1011 mbar,
11092,2023-03-27,4:00,26 °C,Clear.,13 km/h,Wind blowing from 0° North to South,70%,1011 mbar,16 km
11100,2023-03-27,12:00,31 °C,Clear.,15 km/h,Wind blowing from 340° North-northwest to South-southeast,52%,1010 mbar,9 km
11094,2023-03-27,6:00,25 °C,Clear.,15 km/h,Wind blowing from 340° North-northwest to South-southeast,69%,1011 mbar,16 km
11095,2023-03-27,7:00,24 °C,Passing clouds.,7 km/h,Wind blowing from 320° Northwest to Southeast,69%,1011 mbar,
11096,2023-03-27,8:00,25 °C,Sunny.,13 km/h,Wind blowing from 320° Northwest to Southeast,65%,1012 mbar,16 km
11097,2023-03-27,9:00,27 °C,Sunny.,19 km/h,Wind blowing from 330° North-northwest to South-southeast,62%,1011 mbar,16 km
11098,2023-03-27,10:00,29 °C,Clear.,17 km/h,Wind blowing from 330° North-northwest to South-southeast,55%,1011 mbar,9 km
11093,2023-03-27,5:00,26 °C,Clear.,17 km/h,Wind blowing from 340° North-northwest to South-southeast,65%,1011 mbar,16 km
11133,2023-03-28,23:00,28 °C,Passing clouds.,9 km/h,Wind blowing from 330° North-northwest to South-southeast,66%,1008 mbar,
11132,2023-03-28,22:00,29 °C,Clear.,4 km/h,Wind blowing from 0° North to South,70%,1007 mbar,16 km
11131,2023-03-28,20:00,30 °C,Passing clouds.,7 km/h,Wind blowing from 30° North-northeast to South-southwest,66%,1006 mbar,
11130,2023-03-28,19:00,30 °C,Passing clouds.,7 km/h,Wind blowing from 40° Northeast to Southwest,75%,1006 mbar,
11129,2023-03-28,18:00,31 °C,Scattered clouds.,9 km/h,Wind blowing from 30° North-northeast to South-southwest,62%,1005 mbar,9 km
11128,2023-03-28,17:00,33 °C,Passing clouds.,13 km/h,Wind blowing from 10° North to South,49%,1006 mbar,9 km
11127,2023-03-28,16:00,33 °C,Passing clouds.,13 km/h,Wind blowing from 20° North-northeast to South-southwest,49%,1007 mbar,9 km
11126,2023-03-28,15:00,32 °C,Passing clouds.,15 km/h,Wind blowing from 20° North-northeast to South-southwest,55%,1008 mbar,9 km
11125,2023-03-28,14:00,32 °C,Passing clouds.,15 km/h,Wind blowing from 10° North to South,55%,1009 mbar,
11124,2023-03-28,13:00,32 °C,Sunny.,11 km/h,Wind blowing from 350° North to South,55%,1009 mbar,16 km
11123,2023-03-28,12:00,31 °C,Clear.,15 km/h,Wind blowing from 340° North-northwest to South-southeast,52%,1010 mbar,9 km
11121,2023-03-28,10:00,29 °C,Clear.,17 km/h,Wind blowing from 330° North-northwest to South-southeast,55%,1011 mbar,9 km
11112,2023-03-28,1:00,27 °C,Clear.,2 km/h,Wind blowing from 0° North to South,66%,1012 mbar,16 km
11113,2023-03-28,2:00,27 °C,Passing clouds.,11 km/h,Wind blowing from 0° North to South,66%,1012 mbar,
11114,2023-03-28,3:00,27 °C,Passing clouds.,11 km/h,Wind blowing from 10° North to South,66%,1011 mbar,
11115,2023-03-28,4:00,26 °C,Clear.,13 km/h,Wind blowing from 0° North to South,70%,1011 mbar,16 km
11111,2023-03-28,"0:00mie, 1 de mar",28 °C,Clear.,4 km/h,Wind blowing from 0° North to South,62%,1012 mbar,16 km
11117,2023-03-28,6:00,25 °C,Clear.,15 km/h,Wind blowing from 340° North-northwest to South-southeast,69%,1011 mbar,16 km
11118,2023-03-28,7:00,24 °C,Passing clouds.,7 km/h,Wind blowing from 320° Northwest to Southeast,69%,1011 mbar,
11119,2023-03-28,8:00,25 °C,Sunny.,13 km/h,Wind blowing from 320° Northwest to Southeast,65%,1012 mbar,16 km
11120,2023-03-28,9:00,27 °C,Sunny.,19 km/h,Wind blowing from 330° North-northwest to South-southeast,62%,1011 mbar,16 km
11116,2023-03-28,5:00,26 °C,Clear.,17 km/h,Wind blowing from 340° North-northwest to South-southeast,65%,1011 mbar,16 km
11122,2023-03-28,11:00,30 °C,Clear.,17 km/h,Wind blowing from 340° North-northwest to South-southeast,52%,1011 mbar,9 km
11147,2023-03-29,13:00,32 °C,Sunny.,11 km/h,Wind blowing from 350° North to South,55%,1009 mbar,16 km
11156,2023-03-29,23:00,28 °C,Passing clouds.,9 km/h,Wind blowing from 330° North-northwest to South-southeast,66%,1008 mbar,
11155,2023-03-29,22:00,29 °C,Clear.,4 km/h,Wind blowing from 0° North to South,70%,1007 mbar,16 km
11154,2023-03-29,20:00,30 °C,Passing clouds.,7 km/h,Wind blowing from 30° North-northeast to South-southwest,66%,1006 mbar,
11153,2023-03-29,19:00,30 °C,Passing clouds.,7 km/h,Wind blowing from 40° Northeast to Southwest,75%,1006 mbar,
11152,2023-03-29,18:00,31 °C,Scattered clouds.,9 km/h,Wind blowing from 30° North-northeast to South-southwest,62%,1005 mbar,9 km
11151,2023-03-29,17:00,33 °C,Passing clouds.,13 km/h,Wind blowing from 10° North to South,49%,1006 mbar,9 km
11150,2023-03-29,16:00,33 °C,Passing clouds.,13 km/h,Wind blowing from 20° North-northeast to South-southwest,49%,1007 mbar,9 km
11149,2023-03-29,15:00,32 °C,Passing clouds.,15 km/h,Wind blowing from 20° North-northeast to South-southwest,55%,1008 mbar,9 km
11148,2023-03-29,14:00,32 °C,Passing clouds.,15 km/h,Wind blowing from 10° North to South,55%,1009 mbar,
11146,2023-03-29,12:00,31 °C,Clear.,15 km/h,Wind blowing from 340° North-northwest to South-southeast,52%,1010 mbar,9 km
11144,2023-03-29,10:00,29 °C,Clear.,17 km/h,Wind blowing from 330° North-northwest to South-southeast,55%,1011 mbar,9 km
11145,2023-03-29,11:00,30 °C,Clear.,17 km/h,Wind blowing from 340° North-northwest to South-southeast,52%,1011 mbar,9 km
11135,2023-03-29,1:00,27 °C,Clear.,2 km/h,Wind blowing from 0° North to South,66%,1012 mbar,16 km
11136,2023-03-29,2:00,27 °C,Passing clouds.,11 km/h,Wind blowing from 0° North to South,66%,1012 mbar,
11137,2023-03-29,3:00,27 °C,Passing clouds.,11 km/h,Wind blowing from 10° North to South,66%,1011 mbar,
11138,2023-03-29,4:00,26 °C,Clear.,13 km/h,Wind blowing from 0° North to South,70%,1011 mbar,16 km
11134,2023-03-29,"0:00mie, 1 de mar",28 °C,Clear.,4 km/h,Wind blowing from 0° North to South,62%,1012 mbar,16 km
11140,2023-03-29,6:00,25 °C,Clear.,15 km/h,Wind blowing from 340° North-northwest to South-southeast,69%,1011 mbar,16 km
11141,2023-03-29,7:00,24 °C,Passing clouds.,7 km/h,Wind blowing from 320° Northwest to Southeast,69%,1011 mbar,
11142,2023-03-29,8:00,25 °C,Sunny.,13 km/h,Wind blowing from 320° Northwest to Southeast,65%,1012 mbar,16 km
11143,2023-03-29,9:00,27 °C,Sunny.,19 km/h,Wind blowing from 330° North-northwest to South-southeast,62%,1011 mbar,16 km
11139,2023-03-29,5:00,26 °C,Clear.,17 km/h,Wind blowing from 340° North-northwest to South-southeast,65%,1011 mbar,16 km
11179,2023-03-30,23:00,28 °C,Passing clouds.,9 km/h,Wind blowing from 330° North-northwest to South-southeast,66%,1008 mbar,
11178,2023-03-30,22:00,29 °C,Clear.,4 km/h,Wind blowing from 0° North to South,70%,1007 mbar,16 km
11177,2023-03-30,20:00,30 °C,Passing clouds.,7 km/h,Wind blowing from 30° North-northeast to South-southwest,66%,1006 mbar,
11171,2023-03-30,14:00,32 °C,Passing clouds.,15 km/h,Wind blowing from 10° North to South,55%,1009 mbar,
11176,2023-03-30,19:00,30 °C,Passing clouds.,7 km/h,Wind blowing from 40° Northeast to Southwest,75%,1006 mbar,
11175,2023-03-30,18:00,31 °C,Scattered clouds.,9 km/h,Wind blowing from 30° North-northeast to South-southwest,62%,1005 mbar,9 km
11174,2023-03-30,17:00,33 °C,Passing clouds.,13 km/h,Wind blowing from 10° North to South,49%,1006 mbar,9 km
11173,2023-03-30,16:00,33 °C,Passing clouds.,13 km/h,Wind blowing from 20° North-northeast to South-southwest,49%,1007 mbar,9 km
11172,2023-03-30,15:00,32 °C,Passing clouds.,15 km/h,Wind blowing from 20° North-northeast to South-southwest,55%,1008 mbar,9 km
11170,2023-03-30,13:00,32 °C,Sunny.,11 km/h,Wind blowing from 350° North to South,55%,1009 mbar,16 km
11161,2023-03-30,4:00,26 °C,Clear.,13 km/h,Wind blowing from 0° North to South,70%,1011 mbar,16 km
11168,2023-03-30,11:00,30 °C,Clear.,17 km/h,Wind blowing from 340° North-northwest to South-southeast,52%,1011 mbar,9 km
11169,2023-03-30,12:00,31 °C,Clear.,15 km/h,Wind blowing from 340° North-northwest to South-southeast,52%,1010 mbar,9 km
11158,2023-03-30,1:00,27 °C,Clear.,2 km/h,Wind blowing from 0° North to South,66%,1012 mbar,16 km
11159,2023-03-30,2:00,27 °C,Passing clouds.,11 km/h,Wind blowing from 0° North to South,66%,1012 mbar,
11160,2023-03-30,3:00,27 °C,Passing clouds.,11 km/h,Wind blowing from 10° North to South,66%,1011 mbar,
11162,2023-03-30,5:00,26 °C,Clear.,17 km/h,Wind blowing from 340° North-northwest to South-southeast,65%,1011 mbar,16 km
11157,2023-03-30,"0:00mie, 1 de mar",28 °C,Clear.,4 km/h,Wind blowing from 0° North to South,62%,1012 mbar,16 km
11164,2023-03-30,7:00,24 °C,Passing clouds.,7 km/h,Wind blowing from 320° Northwest to Southeast,69%,1011 mbar,
11163,2023-03-30,6:00,25 °C,Clear.,15 km/h,Wind blowing from 340° North-northwest to South-southeast,69%,1011 mbar,16 km
11167,2023-03-30,10:00,29 °C,Clear.,17 km/h,Wind blowing from 330° North-northwest to South-southeast,55%,1011 mbar,9 km
11166,2023-03-30,9:00,27 °C,Sunny.,19 km/h,Wind blowing from 330° North-northwest to South-southeast,62%,1011 mbar,16 km
11165,2023-03-30,8:00,25 °C,Sunny.,13 km/h,Wind blowing from 320° Northwest to Southeast,65%,1012 mbar,16 km
11180,2023-03-31,"0:00mie, 1 de mar",28 °C,Clear.,4 km/h,Wind blowing from 0° North to South,62%,1012 mbar,16 km
11202,2023-03-31,23:00,28 °C,Passing clouds.,9 km/h,Wind blowing from 330° North-northwest to South-southeast,66%,1008 mbar,
11201,2023-03-31,22:00,29 °C,Clear.,4 km/h,Wind blowing from 0° North to South,70%,1007 mbar,16 km
11200,2023-03-31,20:00,30 °C,Passing clouds.,7 km/h,Wind blowing from 30° North-northeast to South-southwest,66%,1006 mbar,
11199,2023-03-31,19:00,30 °C,Passing clouds.,7 km/h,Wind blowing from 40° Northeast to Southwest,75%,1006 mbar,
11198,2023-03-31,18:00,31 °C,Scattered clouds.,9 km/h,Wind blowing from 30° North-northeast to South-southwest,62%,1005 mbar,9 km
